sentence	error label	split	label
Jag vet att läraren kommer att vara trött men det är en superchans för eleverna och då måste man skaffa många lärare att satsa deras tid på eleverna .	L-W	train	1
Nu kan vi märka hur snabbt kommunikationen utvecklas och hur man kan dra nytta av den utvecklingen men vi måste alltid tala om medaljens baksida .	L-W	train	0
Det viktigaste är att området och miljön i vilka man utvecklas har allt som man behöver för att bli en lycklig person .  Men det är sant att i rikare länder kan man få mer möjligheter att uppnå alla mål i livet och inte bli en frustrerad eller ledsen person .	L-W	train	1
Dessutom klagar alla elever som studerar på sfi och säger att vi vill att rektorn måste lösa vårt problem .	L-W	train	1
Du kan också tänka på ett härligt bröllop , där du är iklädd en vit klänning med en lång slöja , en fin krona ( brudkrona ) på huvudet och fina blommor i handen .	L-Der	train	0
Många som gifter sig vill ha saker till hemmet .	L-W	train	0
Om man vill visa sin individuella stil med kläder så är det bra , tycker jag .	L-W	train	0
Hon hade kanske olika tankar med att skriva den här boken , till exempel att förklara hur svårt livet är för fattiga människor , särskilt hos barn .	L-W	train	1
Han kom från annan stad till min by , och jag träffade honom av en slump när han var tillbaka .	L-W	train	1
Kanske tog det nästan en timma och det hände inget ting .	O-Comp	train	1
Jag har några bra idea till dig .	L-FL	train	1
Min religion är ortodox kristen och jag vet att den religionen säger att man kan inte vara lycklig i den här världen , utan bara efter döden , i paradiset , kan man vara lycklig .	L-W	train	0
Unga studerar med glädje över att få arbeta med någonting de är intresserade av , men när det gäller i verkligenheten och de upptäcker att man behöver en försörjning , börjar drömmarna att försvinna .	L-Der	train	1
Jag tycker om Sverige för att det är den platsen som jag vill livet på .	L-W	train	1
Jag tycker om platsen där jag bor , den har en mataffär , ett litet centrum , en förskola , en vårdcentral .	L-W	train	0
En demokrati är ett system där medborgarna i ett land , direkt eller indirekt , kan påverka landets lagar och makthavare .	L-W	train	0
” Sänk åldersgränsen .	L-Der	train	0
I filmen Modig så älskar familjemedlemmarna varandra men de har lite svårigheter med kommunikationen .	L-W	train	0
I början , på bussen , när våra ögon bara möttes , sa han inte ett ord , han sa bara hej , och jag hade många känslor .	L-W	train	0
För att sammanfatta och svara på frågan om det finns likheter skillnader och mellan nynorskans ställning i Norge och svenskans ställning i Finland måste man förstå att debatterna i de båda länderna är jättelika varandra , bara hanteringen skiljer .	L-Der	train	0
En annan skillnad mellan hur minoritetsspråken behandlas är också vad regeringen gör för minoritetsspråken , till exempel att Norge använder sina resurser för att öka norsktalandet medan Finland gör motsatsen genom att ta bort svenska som obligatoriskt ämne från finska skolor .	L-Der	train	0
Utvecklingen i EU-länderna har stigit mycket längre än i andra länder eftersom länderna har givit människorna sina rättigheter , medan i andra länder kämpar människorna fortfarande för sina rättigheter .	L-W	train	1
Jag tror inte att religionen spelar någon roll på dessa lyckliga länders lycka .	L-W	train	1
Det beror också på vad som anses som moral eller etik i ett visst sammanhang och under en viss tidsperiod .	L-Der	train	0
Social status : Det är som en statistisk tabell som har tydlig prägel av att man ska visa hur ett land ska bedömas och som tar hänsyn till olika faktorer .	L-W	train	0
Avslutningsvis skulle jag vilja säga att alla skulle få välja att klä sig hur de vill och inte dömas för det .	L-W	train	1
Om rösträtten skulle ligga vid 16-års åldern skulle intresset för politik vara ännu större , säger Johan Kjellberg ( se inspirationsblad ) .	O-Comp	train	1
Första gången vi träffades var på en bröllopsfest .	L-W	train	0
Men jag skulle säga att det är viktigt att kläder är rena och inte trasiga och oavsett de sista modetrenderna ska kläderna bli anpassade till ens figur och göra den lite vackrare .	L-W	train	1
Jag tycker att att en person borde anpassa sig till den plats där han bor eller arbetar , därför att det innebär respekt för de allmänna reglerna .	L-W	train	0
I en annan text , " Tre röster om svenskans ställning i Finland " ( Parnass 2013:3 ) , som är skriven av författaren Catharina Söderbergh , beskriver författaren de tre olika inställningar som finns till svenska i Finland .	L-W	train	0
Om vi tar en titt på de länder som är religiösa , och där religionen har en viktig roll i samhället ( till exempel i muslimska länder ) , har inget av dem länderna en mycket stark ekonomi och inget av dem är lyckligt .	L-W	train	1
Till exempel , om du är punkare men du går på en katolsk skola med uniform , så kan du kanske ha på dig svarta underbyxor eller ett halsband med en skalle .	L-Der	train	0
Den hade fungerat på många år , men de trodde inte på de nya familjemodellerna .	L-W	train	1
I filmen så visas det mycket om hur två systrar är starkt kopplade till varandra .	L-W	train	1
Det är naturligtvis i amerikanska kontinenten och där människor planterar och konsumerar mest droger .	L-W	train	1
Eftersom 18 år betraktas som gränsen för när man är lagligt mogen och får tillstånd att fatta vissa livsbeslut så som att gifta sig , bli antagen av armén ( gå i krig !	O-Comp	train	1
Skolresultat : Det är resultatet av ett prov som studenter redan har gjort , och detta resultat ska visa om de kunde klara provet eller inte .	L-W	train	1
Kvinnor började få fler rättigheter : att rösta , att jobba och att ha sina egna pengar .	L-W	train	0
Det kan variera mellan människor med bland annat olika social och kulturell bakgrund eller olika utbildning bakgrunder .	O-Comp	train	1
Jamaika skriver och hon genomförde allt .	L-W	train	1
Jag tycker att det här stämmer med Ester , men inte med Isak eftersom hans " kärlek " bara var om ytliga egenskaper , därmed skulle jag säga att han var förälskad .	L-W	train	1
Dessutom anser många människor i dagens samhälle att den förändrade familjen spelar en stor roll för barns uppfostran och att det påverkar samhället på positiva och negativa sätt , alltså det beror på vilken familj och uppfostran man har .	L-Der	train	0
A2 Det blir gätte varm för barnen på sommaren .	O-Comp	train	1
␤ $$$$ heter jag och jag studerar på sfi på 3D-kursen .	O-Comp	train	0
Jag har läst Alex dogboy , att han var på gatan som gatubarn , inte hade någonting och inte hade mat och tiggde pengar för att skaffa mat .	L-W	train	1
Boken slutar med att pappan väljer att inte träffa sin son längre eftersom han har dragit stor skam över deras familj då sonen vägrade att gifta sig med sin kusin vilket gjorde att hon inte fick komma in i Sverige .	L-W	train	0
Det har varit ett problem för flera år .	L-W	train	1
Bostäder i D-hemland är ett lite hett ämne att diskutera .	L-FL	train	0
Jag är jätteglad att det finns många platser där man hjälper invandrare för att de kan få hjälp så fort som möjligt och kan prata och skriva innan skolan !	L-W	train	1
Liksom nynorskans situation i Norge , skriver Riad om svenskans status som ett tvångsspråk i Finland bland vissa elever .	L-W	train	0
De som kan anställda inom sina företag gillar att man kan svenska helt .	L-Der	train	1
Vi hade inte rätt att vara med i riksdagen så vi var röstlösa , och många av gruppen hade inte legitimation .	L-W	train	1
Man bör anpassa sig till situationen tycker jag .	L-W	train	0
Men vi kan känna igen någon som tillhör en annan etnicitet eller religion genom deras klädstil .	L-W	train	0
Det var också farligt att använda lurarna för att de kunde sprida smitta mellan människor och telefontrådarna var farligt uppsatta och de kunde leda hem att brinna under åskväder .	L-W	train	1
Jag ser på C-stad på ett speciellt sätt eftersom jag känner att jag har som en konstig relation med staden som är samma av slag som relationen till mina föräldrar och jag vet inte varför .	L-W	train	1
I denna uppsats ska jag behandla ämnet demokratiska val med inriktning på åldersgränsen för rösträtt .	L-W	train	0
Genom åren har familjen förändrats avsevärt .	L-W	train	0
Hur viktigt hemmet är för mig visste jag inte tills jag lämnade mitt hem och flyttade till Sverige till ett annat .	L-W	train	1
Historier som från början bara var muntligt berättade tar idag alla tänkbara former och förekommer som musik , teater , poesi , romaner , serier , filmer och spel .	L-Der	train	0
I en annan text , " Tre röster om svenskans ställning i Finland " ( Parnass 2013:3 ) , som är skriven av författaren Catharina Söderbergh , beskriver författaren de tre olika inställningar som finns till svenska i Finland .	L-Der	train	0
Trots att många som har ett religiöst liv hävdar att de känner sig lyckligare än de som inte tror på en religion , är det inte en stor faktor för landets allmänna välmående .	L-W	train	1
␤ På slut , C-stad är hemma även om jag har flyttat till Sverige .	L-W	train	1
Förr i tiden betydde familj personer som var släkt eller i ett äktenskap med varandra .	L-W	train	0
Jag tror att hon var kort och tjock med stora ögon och långt hår .	L-W	train	0
När mamman kom tillbaka till barnhemmet för att hälsa på Christina stoppade personalen som jobbade i barnhemmet henne för att Christina inte fick träffa sin mamma , inte ens när hon såg mamman i dörren .	L-W	train	1
Förra veckan anmälde jag mig till en trafikkurs för att lära mig att få ett körkort , men tyvärr kan jag inte gå kursen nu för att jag måste resa till A-land för en månad eftersom min gammal faster är sjuk och hon är ensam .	L-W	train	1
Första gången vi träffades var på en bröllopsfest .	L-Der	train	0
Verken visar att barnen kan till och med bli hjärntvättade av sina föräldrar i vissa fall , för då blir barnen troende , och det kan vara så att barnen är föräldrarnas förlänga arm och att de har fostrats in i tron att de inte ska visa svaghet för sina föräldrar .	L-Der	train	1
Men ibland tycker inte de det och de tror att vi vanliga människor är lyckliga .	L-W	train	0
Vi träffades varannan dag på nån park eller på nån restaurang .	L-W	train	1
Genom att gifta sig vinner den unga pojken sin familjs respekt samt acceptans , men han förlorar sig själv istället , och medan hans fru väntar i ett främmande land på att få uppehållstillstånd hittar han en ny tjej som han direkt förälskar sig i och planerar sin framtid med henne .	L-W	train	1
